,gender,emotion,actor,path
0,male,neutral,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-01-01-02-02-01.wav
1,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-02-02-01-01.wav
2,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-02-01-01-01.wav
3,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-02-01-02-01.wav
4,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-01-02-01-01.wav
5,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-02-02-02-01.wav
6,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-02-01-02-01.wav
7,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-01-02-02-01.wav
8,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-02-02-01-01.wav
9,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-01-02-02-01.wav
10,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-02-02-02-01.wav
11,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-02-01-01-01.wav
12,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-01-01-01-01.wav
13,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-01-01-02-01.wav
14,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-01-02-02-01.wav
15,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-02-01-02-01.wav
16,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-01-01-02-01.wav
17,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-02-01-02-01.wav
18,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-02-01-01-01.wav
19,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-02-02-01-01.wav
20,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-01-02-02-01.wav
21,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-01-01-02-01.wav
22,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-01-01-01-01.wav
23,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-01-02-01-01.wav
24,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-01-01-01-01.wav
25,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-02-02-01-01.wav
26,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-02-02-02-01.wav
27,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-01-01-01-01.wav
28,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-01-02-01-01.wav
29,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-02-01-01-01.wav
30,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-01-01-01-01.wav
31,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-02-02-02-01.wav
32,male,fear,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-06-02-02-02-01.wav
33,male,neutral,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-01-01-01-02-01.wav
34,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-01-01-01-01.wav
35,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-01-02-01-01.wav
36,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-02-01-01-01.wav
37,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-01-02-02-01.wav
38,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-02-01-01-01.wav
39,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-02-01-01-01.wav
40,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-01-02-01-01.wav
41,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-02-01-02-01.wav
42,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-01-01-02-01.wav
43,male,happy,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-03-02-02-01-01.wav
44,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-01-02-01-01.wav
45,male,neutral,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-01-01-02-01-01.wav
46,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-02-02-02-01.wav
47,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-01-02-02-01.wav
48,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-02-01-02-01.wav
49,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-02-01-02-01.wav
50,male,angry,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-05-02-02-02-01.wav
51,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-01-01-02-01.wav
52,male,sad,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-04-01-01-01-01.wav
53,male,neutral,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-01-01-01-01-01.wav
54,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-02-02-01-01.wav
55,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-01-01-02-01.wav
56,male,surprise,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-08-02-02-01-01.wav
57,male,calm,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-02-01-02-01-01.wav
58,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-01-01-02-01.wav
59,male,disgust,1,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_01/03-01-07-01-02-02-01.wav
60,female,angry,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-05-02-02-02-02.wav
61,female,calm,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-02-02-01-01-02.wav
62,female,angry,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-05-01-01-02-02.wav
63,female,surprise,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-08-02-01-02-02.wav
64,female,fear,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-06-02-02-01-02.wav
65,female,angry,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-05-01-02-02-02.wav
66,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-02-01-01-02.wav
67,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-01-02-01-02.wav
68,female,sad,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-04-01-01-02-02.wav
69,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-02-02-02-02.wav
70,female,calm,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-02-01-01-01-02.wav
71,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-02-02-01-02.wav
72,female,disgust,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-07-02-01-01-02.wav
73,female,surprise,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-08-01-02-02-02.wav
74,female,calm,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-02-02-02-01-02.wav
75,female,sad,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-04-02-02-01-02.wav
76,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-01-01-02-02.wav
77,female,surprise,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-08-02-02-02-02.wav
78,female,fear,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-06-02-02-02-02.wav
79,female,surprise,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-08-01-02-01-02.wav
80,female,fear,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-06-02-01-01-02.wav
81,female,sad,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-04-01-02-02-02.wav
82,female,disgust,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-07-01-01-01-02.wav
83,female,sad,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-04-02-02-02-02.wav
84,female,calm,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-02-01-02-02-02.wav
85,female,neutral,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-01-01-02-01-02.wav
86,female,happy,2,/home/divyansh/Divyansh/projects/senti_random_forest/data/Actor_02/03-01-03-01-01-01-02.wav
